Num_Houses,Avg_Area,Status,Season,Peak_Load_kVA,Transformer_Size_kVA
42,140,Middle,Summer,258.81,400
41,325,Middle,Autumn,214.77,250
13,352,High,Spring,104.12,250
51,196,Low,Spring,129.27,250
18,382,Middle,Spring,112.47,250
12,345,High,Autumn,98.8,250
98,201,Low,Autumn,234.71,400
27,351,Middle,Spring,165.73,250
35,154,High,Summer,332.13,400
59,159,Middle,Summer,362.8,400
31,383,Low,Spring,146.07,250
72,373,Low,Summer,408.25,630
79,396,Middle,Winter,586.46,1000
16,304,Low,Winter,94.8,250
25,245,High,Autumn,161.91,250
66,316,Middle,Spring,318.44,400
70,253,Low,Autumn,198.65,250
76,344,Middle,Summer,511.85,630
63,166,Low,Winter,245.16,400
90,108,High,Winter,699.46,1000
96,266,Middle,Spring,427.09,630
39,184,High,Spring,230.02,400
70,140,Middle,Autumn,262.95,400
24,101,High,Summer,203.14,250
42,177,High,Spring,238.41,400
33,234,High,Summer,320.03,400
57,342,High,Winter,666.24,1000
70,359,High,Spring,511.97,630
17,125,High,Autumn,109.72,250
93,156,High,Autumn,496.61,630
74,273,Low,Summer,369.49,630
25,290,Low,Summer,138.05,250
72,208,High,Summer,623.06,1000
16,363,Middle,Spring,94.74,250
73,287,Low,Spring,241.48,400
18,125,Middle,Summer,105.45,250
23,211,Middle,Winter,172.86,250
35,392,Low,Summer,247.46,400
98,386,Low,Spring,371.52,630
47,323,Low,Autumn,178.35,250
46,168,Middle,Summer,297.29,400
76,140,Middle,Spring,281.62,400
37,300,Middle,Summer,260.87,400
23,380,High,Summer,258.3,400
96,143,Middle,Winter,453.79,630
20,130,High,Summer,206.97,250
62,203,Low,Autumn,167.26,250
91,312,Low,Spring,295.22,400
68,350,High,Summer,743.24,1000
38,179,Low,Summer,147.46,250
17,181,Low,Winter,75.22,100
87,241,High,Summer,788.48,1000
64,237,Middle,Autumn,272.42,400
63,205,Middle,Spring,237.09,400
27,331,Middle,Autumn,147.18,250
70,400,High,Spring,481.9,630
62,310,Middle,Summer,402.2,630
35,122,High,Autumn,189.95,250
61,388,Middle,Autumn,358.21,400
69,228,Middle,Summer,449.48,630
80,310,Low,Spring,279.26,400
98,166,Low,Winter,316.78,400
13,297,High,Spring,95.99,250
82,152,Low,Spring,201.54,250
26,185,High,Spring,171.57,250
63,135,Middle,Summer,337.07,400
60,282,Middle,Spring,295.88,400
33,103,Middle,Winter,173.95,250
62,258,Middle,Summer,406.93,630
63,237,High,Spring,420.05,630
66,200,High,Spring,435.16,630
29,128,Middle,Winter,169.4,250
26,139,Middle,Autumn,96.49,250
85,215,High,Spring,443.35,630
31,103,Middle,Winter,189.24,250
13,217,Low,Winter,63.32,100
54,366,High,Autumn,433.01,630
87,171,Low,Spring,220.3,250
17,187,Low,Spring,52.89,100
28,207,High,Autumn,200.45,250
81,128,Middle,Autumn,251.35,400
84,245,Middle,Autumn,349.39,400
79,161,High,Summer,610.58,1000
85,292,Middle,Summer,602.55,1000
20,176,Low,Spring,54.42,100
10,393,Low,Winter,69.93,100
62,100,Middle,Spring,225.95,250
44,320,High,Autumn,350.46,400
64,380,Low,Spring,229.54,400
75,228,High,Autumn,470.43,630
97,131,Low,Spring,191.11,250
55,366,Low,Winter,304.52,400
69,345,Low,Spring,227.6,400
75,175,Low,Summer,276.01,400
80,132,Low,Spring,185.22,250
49,209,Middle,Summer,314.43,400
73,290,High,Summer,707.5,1000
100,384,Low,Winter,523.2,630
88,115,Middle,Spring,306.12,400
75,162,Low,Spring,187.2,250
32,206,Low,Spring,105.14,250
98,186,Low,Autumn,226.36,250
50,376,Low,Spring,200.3,250
29,369,Middle,Winter,243.13,400
34,239,Low,Winter,174.92,250
39,101,High,Winter,309.7,400
42,158,Low,Winter,169.77,250
16,221,Middle,Winter,110.77,250
63,107,High,Winter,562.28,630
61,116,High,Autumn,340.7,400
60,365,High,Summer,707.52,1000
57,259,Middle,Spring,260.37,400
23,222,Low,Summer,113.36,250
82,109,Low,Summer,220.13,250
26,252,Low,Summer,128.34,250
69,284,Low,Autumn,208.43,250
55,384,High,Winter,586.9,1000
17,192,High,Winter,187.23,250
16,197,High,Summer,154.67,250
34,331,Middle,Summer,296.92,400
52,350,Low,Spring,185.58,250
79,260,Middle,Summer,465.99,630
27,144,High,Winter,235.55,400
88,127,Low,Autumn,182.14,250
49,177,High,Winter,479.33,630
81,321,Middle,Summer,522.86,630
36,359,High,Autumn,265.0,400
36,201,High,Winter,334.4,400
56,178,Middle,Autumn,220.18,250
56,148,Low,Spring,126.06,250
96,229,High,Autumn,513.06,630
90,228,High,Summer,746.81,1000
32,283,Low,Summer,167.53,250
36,133,High,Autumn,200.41,250
54,116,High,Spring,307.42,400
89,158,High,Autumn,451.41,630
28,233,High,Winter,281.88,400
30,373,Low,Autumn,134.76,250
54,370,Middle,Winter,439.54,630
79,282,Low,Spring,263.45,400
27,201,Low,Summer,121.61,250
85,182,Low,Autumn,221.38,250
96,279,Low,Spring,273.49,400
42,400,Middle,Autumn,262.23,400
87,280,Middle,Spring,377.09,630
29,232,Low,Summer,149.09,250
36,296,Middle,Summer,290.88,400
64,357,Middle,Winter,534.98,630
55,175,Low,Autumn,148.09,250
78,216,High,Summer,701.84,1000
58,151,High,Spring,362.28,400
65,253,Middle,Winter,390.45,630
35,339,High,Summer,384.72,630
12,378,Low,Spring,55.01,100
32,113,High,Winter,286.66,400
21,383,Low,Autumn,91.87,250
90,266,Low,Winter,377.09,630
41,125,High,Winter,350.56,400
42,261,Middle,Spring,218.2,250
59,279,High,Spring,359.5,400
97,373,High,Winter,871.3,1000
32,367,High,Autumn,267.89,400
62,224,Low,Spring,167.8,250
61,151,Low,Spring,149.71,250
15,291,Low,Winter,87.2,100
18,106,High,Autumn,117.71,250
99,290,Low,Spring,283.14,400
63,364,Low,Autumn,236.76,400
44,130,Middle,Winter,272.54,400
95,350,Middle,Spring,430.93,630
41,284,High,Winter,392.76,630
14,346,Low,Autumn,56.94,100
23,277,High,Autumn,173.23,250
17,261,Middle,Spring,88.34,100
96,216,Low,Autumn,262.69,400
72,260,Middle,Winter,433.06,630
59,375,Middle,Autumn,291.94,400
54,361,Middle,Spring,290.23,400
49,354,Middle,Autumn,265.26,400
98,139,Middle,Winter,474.93,630
42,253,Middle,Spring,197.15,250
17,162,Low,Winter,77.29,100
40,398,Middle,Summer,314.9,400
60,151,Low,Autumn,153.16,250
85,324,Low,Winter,410.73,630
22,349,Middle,Winter,198.47,250
88,295,Low,Autumn,268.94,400
45,253,High,Autumn,322.51,400
97,285,Low,Summer,454.85,630
24,333,Low,Summer,157.05,250
80,169,Low,Winter,256.57,400
24,273,High,Summer,255.74,400
32,348,Low,Autumn,119.74,250
70,248,Low,Winter,326.79,400
72,177,High,Autumn,442.1,630
73,319,Middle,Winter,473.68,630
76,131,High,Summer,671.2,1000
14,150,Low,Summer,61.77,100
70,117,High,Autumn,396.57,630
89,317,Low,Summer,413.26,630
37,398,Middle,Winter,290.28,400
17,270,Middle,Spring,94.63,250
55,395,High,Autumn,422.51,630
51,293,Middle,Summer,341.99,400
62,209,Middle,Winter,377.48,630
63,353,High,Spring,457.26,630
84,376,Middle,Summer,661.86,1000
75,260,Middle,Autumn,313.57,400
86,128,High,Winter,696.38,1000
61,311,High,Winter,659.37,1000
31,364,High,Spring,258.88,400
45,103,Middle,Winter,253.66,400
13,143,High,Summer,120.12,250
55,249,Middle,Autumn,228.73,400
61,229,Low,Winter,277.61,400
62,269,High,Summer,573.65,1000
14,315,High,Summer,163.01,250
93,171,Low,Spring,194.49,250
40,201,Low,Winter,178.28,250
73,249,Middle,Spring,305.98,400
47,207,Low,Autumn,127.5,250
48,120,Low,Spring,110.67,250
40,148,Low,Winter,162.8,250
26,366,Low,Winter,163.06,250
16,256,Low,Summer,88.77,100
81,154,Middle,Spring,261.77,400
79,205,High,Autumn,480.14,630
11,352,High,Spring,82.79,100
94,298,Middle,Winter,642.28,1000
95,158,Low,Winter,291.35,400
67,204,Low,Spring,187.08,250
46,169,Low,Summer,168.2,250
11,124,Middle,Summer,64.25,100
87,346,Low,Spring,308.11,400
85,205,High,Autumn,463.04,630
94,173,High,Autumn,520.37,630
18,208,High,Spring,133.36,250
74,299,Low,Summer,356.37,400
40,276,Low,Summer,202.86,250
27,304,Low,Autumn,94.22,250
95,354,Low,Summer,466.78,630
54,173,Middle,Winter,324.0,400
16,117,High,Autumn,94.34,250
19,194,Low,Spring,52.27,100
94,147,Low,Winter,303.04,400
57,311,Low,Autumn,198.92,250
38,185,High,Spring,240.17,400
63,275,High,Winter,669.87,1000
92,196,Middle,Autumn,364.77,630
44,245,High,Summer,432.65,630
55,253,Middle,Autumn,270.21,400
31,329,Low,Summer,176.39,250
39,114,High,Autumn,245.32,400
84,324,High,Winter,839.62,1000
41,301,High,Autumn,271.53,400
34,355,Middle,Winter,298.94,400
15,236,Low,Summer,69.48,100
100,115,High,Autumn,493.51,630
24,164,Middle,Winter,164.45,250
71,316,Middle,Spring,324.39,400
65,393,Low,Summer,421.78,630
23,196,High,Autumn,164.47,250
43,351,Middle,Winter,324.82,400
11,374,Low,Summer,75.14,100
56,194,High,Winter,529.06,630
72,260,Middle,Winter,512.99,630
57,211,High,Summer,529.52,630
38,223,Low,Autumn,122.03,250
83,347,Middle,Winter,646.32,1000
85,341,Low,Summer,430.04,630
35,223,High,Spring,227.28,400
51,209,Middle,Winter,329.01,400
30,266,Middle,Summer,221.81,250
76,192,Low,Autumn,184.53,250
93,159,High,Summer,786.25,1000
27,381,Middle,Spring,159.57,250
23,132,Middle,Spring,92.55,250
18,382,Low,Summer,122.38,250
100,367,High,Autumn,582.93,1000
54,158,Low,Winter,193.32,250
72,381,Low,Winter,440.13,630
73,244,High,Spring,422.48,630
70,187,Low,Autumn,178.06,250
24,270,High,Summer,239.48,400
45,398,High,Autumn,336.76,400
71,110,High,Winter,590.65,1000
15,249,Low,Autumn,51.88,100
25,314,Middle,Summer,198.69,250
33,166,High,Spring,205.97,250
58,139,Low,Spring,133.08,250
43,337,Middle,Autumn,237.98,400
100,283,Low,Spring,296.75,400
19,304,High,Spring,138.36,250
98,343,Low,Spring,330.25,400
53,196,High,Summer,483.4,630
73,332,High,Autumn,527.54,630
91,319,High,Autumn,610.56,1000
22,241,Middle,Summer,169.7,250
79,309,Middle,Autumn,374.3,630
79,287,Middle,Winter,527.46,630
79,393,Middle,Winter,574.38,1000
65,356,Middle,Summer,445.85,630
66,358,Low,Autumn,223.72,250
34,280,Middle,Summer,276.7,400
18,177,Middle,Summer,124.88,250
82,158,Middle,Summer,428.01,630
14,283,Low,Summer,71.66,100
46,234,High,Autumn,278.35,400
96,338,Low,Winter,480.83,630
50,182,High,Autumn,314.54,400
64,280,Low,Summer,322.22,400
67,224,Low,Autumn,170.59,250
84,308,Low,Spring,259.7,400
96,171,Middle,Winter,509.35,630
94,116,Low,Autumn,183.28,250
67,397,Middle,Winter,480.28,630
86,262,Middle,Summer,519.78,630
47,252,Low,Summer,219.23,250
69,394,High,Spring,539.09,630
88,361,High,Summer,806.44,1000
30,381,High,Spring,249.31,400
82,352,High,Spring,542.19,630
14,297,Low,Autumn,55.79,100
63,378,Middle,Autumn,308.93,400
27,307,Low,Autumn,105.35,250
88,395,Low,Summer,498.46,630
68,366,Middle,Winter,501.73,630
30,364,High,Winter,383.19,630
33,246,Low,Spring,105.45,250
33,239,Middle,Autumn,165.57,250
93,231,Middle,Winter,525.25,630
72,311,High,Spring,450.27,630
87,120,High,Winter,634.13,1000
46,340,Middle,Spring,240.68,400
29,350,Middle,Spring,170.54,250
75,309,Middle,Autumn,320.05,400
18,138,High,Autumn,109.89,250
96,277,Low,Summer,429.52,630
89,302,Middle,Winter,526.72,630
80,141,Middle,Autumn,270.77,400
16,161,High,Summer,168.91,250
18,108,Middle,Spring,74.15,100
20,380,Low,Autumn,83.19,100
33,125,Low,Winter,114.28,250
64,102,Middle,Summer,296.7,400
36,233,Low,Summer,176.29,250
78,200,Low,Winter,287.26,400
66,173,Low,Autumn,162.14,250
56,233,High,Winter,568.34,630
53,104,High,Spring,308.35,400
58,201,Low,Spring,170.43,250
92,151,High,Spring,493.96,630
23,177,Low,Spring,68.32,100
33,169,Middle,Summer,220.61,250
72,242,Low,Spring,210.6,250
68,250,Middle,Spring,301.77,400
80,206,Low,Summer,294.31,400
29,112,Middle,Spring,115.02,250
58,303,High,Autumn,400.51,630
87,324,High,Winter,843.92,1000
39,240,High,Summer,365.75,630
59,173,Low,Spring,159.38,250
85,306,Low,Summer,431.93,630
78,219,High,Autumn,485.31,630
85,177,Middle,Spring,308.59,400
26,281,High,Summer,294.09,400
50,103,High,Autumn,279.09,400
28,349,Middle,Autumn,159.02,250
50,301,High,Spring,350.79,400
43,124,Middle,Autumn,164.61,250
11,390,High,Summer,143.36,250
39,142,Middle,Autumn,150.97,250
27,285,High,Autumn,188.79,250
23,108,Low,Autumn,53.61,100
33,392,Low,Autumn,152.94,250
54,341,Middle,Spring,288.67,400
73,392,Low,Winter,418.48,630
67,141,Low,Spring,151.93,250
62,170,Middle,Spring,244.11,400
10,337,High,Autumn,79.3,100
96,110,Low,Summer,257.99,400
14,211,Middle,Winter,96.75,250
18,166,High,Spring,109.13,250
42,115,High,Summer,333.1,400
91,301,High,Autumn,614.35,1000
89,208,Low,Winter,368.18,630
94,325,Low,Spring,313.83,400
73,400,Low,Winter,423.44,630
85,303,Low,Autumn,260.52,400
24,125,Low,Summer,87.06,100
46,167,High,Winter,432.59,630
82,247,High,Winter,775.72,1000
38,133,Middle,Autumn,147.92,250
75,245,Low,Winter,337.31,400
26,230,Middle,Autumn,114.87,250
72,194,High,Summer,628.83,1000
31,202,Low,Winter,134.64,250
56,198,Low,Winter,240.98,400
65,191,Low,Spring,168.23,250
97,240,Middle,Winter,533.35,630
18,350,Low,Winter,108.95,250
44,199,High,Autumn,306.29,400
27,172,High,Summer,240.42,400
94,297,High,Summer,774.62,1000
29,296,Low,Winter,146.96,250
95,211,High,Autumn,493.63,630
36,216,High,Summer,334.67,400
24,119,High,Winter,234.26,400
15,165,Middle,Winter,95.62,250
18,279,Low,Autumn,71.08,100
26,120,High,Autumn,154.1,250
38,258,Middle,Autumn,165.66,250
59,385,Middle,Autumn,285.6,400
28,398,Middle,Winter,225.82,250
49,324,Middle,Winter,337.14,400
31,206,High,Autumn,214.04,250
15,217,Middle,Spring,77.52,100
70,380,High,Spring,477.99,630
20,325,Middle,Winter,156.8,250
68,397,Low,Summer,439.92,630
14,131,High,Autumn,89.11,100
27,298,Low,Spring,105.05,250
15,217,Middle,Summer,102.56,250
77,338,High,Autumn,560.34,630
24,233,High,Summer,271.73,400
90,278,High,Spring,567.74,630
66,333,High,Winter,618.36,1000
80,249,Low,Autumn,233.66,400
19,391,Low,Winter,122.15,250
43,363,Middle,Summer,348.3,400
28,372,Low,Summer,173.01,250
25,376,Low,Winter,174.15,250
65,282,High,Spring,465.54,630
75,231,High,Winter,647.41,1000
71,280,High,Summer,619.84,1000
11,171,Low,Autumn,32.69,50
86,185,Middle,Autumn,302.91,400
98,294,Middle,Spring,426.87,630
44,236,Low,Spring,131.63,250
51,311,Middle,Summer,417.4,630
59,230,Low,Autumn,167.45,250
15,264,Middle,Autumn,71.97,100
81,310,High,Spring,504.25,630
90,241,Middle,Winter,549.81,630
88,261,Middle,Winter,522.98,630
84,313,High,Autumn,542.04,630
66,307,High,Summer,696.35,1000
29,391,Middle,Summer,243.17,400
43,342,Low,Summer,248.35,400
98,191,Low,Spring,248.59,400
79,179,High,Spring,449.27,630
97,377,High,Winter,1013.67,1000
28,103,Low,Spring,69.09,100
17,388,Middle,Spring,99.17,250
46,310,Middle,Spring,223.55,250
13,283,Middle,Summer,93.4,250
26,369,High,Winter,329.26,400
84,231,Middle,Winter,468.47,630
89,235,High,Winter,772.04,1000
26,190,Middle,Summer,175.01,250
64,116,Middle,Autumn,223.04,250
10,186,Middle,Winter,67.44,100
86,251,High,Winter,700.16,1000
37,341,High,Spring,290.13,400
50,166,Middle,Winter,300.32,400
74,122,High,Winter,560.3,630
35,249,Middle,Summer,234.46,400
56,256,Middle,Summer,347.26,400
90,256,Low,Winter,410.54,630
58,231,Low,Winter,249.77,400
17,229,Middle,Spring,74.86,100
27,345,High,Autumn,191.21,250
96,231,High,Winter,746.55,1000
35,218,Low,Autumn,116.09,250
86,127,High,Spring,472.93,630
39,199,Low,Winter,184.91,250
96,382,High,Spring,583.51,1000
12,190,Low,Autumn,39.18,50
94,223,High,Summer,716.93,1000
31,145,Low,Winter,120.66,250
83,144,High,Spring,423.13,630
71,169,Middle,Autumn,256.46,400
79,280,Low,Winter,328.72,400
24,304,Low,Winter,136.54,250
91,193,Middle,Summer,483.78,630
17,105,High,Winter,159.13,250
29,334,Low,Winter,170.26,250
75,173,High,Spring,390.39,630
75,310,High,Autumn,453.17,630
62,252,High,Autumn,371.77,630
33,296,High,Winter,358.73,400
83,141,Low,Autumn,167.28,250
69,265,Middle,Winter,417.08,630
52,278,High,Spring,341.02,400
45,366,Middle,Winter,355.24,400
79,243,High,Autumn,514.06,630
46,329,Low,Autumn,165.06,250
81,227,Low,Winter,322.41,400
78,120,Middle,Spring,261.76,400
26,362,Low,Summer,154.65,250
81,250,Middle,Spring,312.05,400
85,205,Low,Autumn,200.92,250
50,200,Middle,Summer,333.32,400
18,382,Low,Winter,113.14,250
63,185,Middle,Winter,398.99,630
61,200,Middle,Autumn,264.41,400
31,153,Low,Spring,81.33,100
51,318,Low,Summer,258.28,400
96,184,High,Spring,506.58,630
27,151,Low,Spring,76.99,100
77,180,High,Autumn,402.57,630
15,249,Low,Spring,51.07,100
22,229,Low,Autumn,68.25,100
45,114,Low,Spring,102.9,250
12,191,Low,Spring,34.85,50
16,204,Middle,Winter,102.59,250
33,239,High,Spring,226.54,250
44,187,Middle,Autumn,175.73,250
71,270,Middle,Summer,476.6,630
13,324,Middle,Spring,69.42,100
87,237,High,Autumn,490.07,630
72,150,High,Summer,633.35,1000
37,168,Middle,Winter,239.9,400
100,108,Low,Spring,196.6,250
60,118,Low,Autumn,132.1,250
78,331,High,Autumn,510.81,630
19,233,Middle,Spring,99.41,250
70,223,High,Summer,688.81,1000
76,152,Middle,Autumn,280.58,400
98,105,Middle,Spring,322.86,400
48,312,Low,Autumn,170.77,250
24,223,Middle,Spring,113.02,250
49,197,Low,Winter,202.79,250
23,286,Low,Summer,132.54,250
55,347,Low,Autumn,225.06,250
79,244,Middle,Spring,298.98,400
21,361,High,Autumn,179.16,250
34,154,Middle,Summer,219.04,250
70,279,High,Spring,415.52,630
26,276,Low,Autumn,84.84,100
52,296,High,Spring,395.67,630
29,167,Low,Summer,109.89,250
50,391,Middle,Summer,390.42,630
62,188,Middle,Summer,337.44,400
84,243,Low,Spring,216.89,250
50,331,High,Summer,583.17,1000
86,312,High,Autumn,599.55,1000
88,219,High,Autumn,540.43,630
61,343,Low,Autumn,229.4,400
72,360,Middle,Summer,490.76,630
57,328,Middle,Summer,407.05,630
67,254,Low,Spring,219.83,250
93,153,Low,Autumn,199.52,250
100,211,Low,Summer,392.22,630
80,195,Low,Winter,325.41,400
32,229,Low,Autumn,96.75,250
43,220,Middle,Winter,283.74,400
90,143,Low,Spring,177.43,250
84,179,Low,Summer,284.03,400
28,297,High,Summer,322.27,400
87,207,High,Autumn,470.3,630
79,199,Middle,Summer,436.0,630
25,393,High,Autumn,218.29,250
17,225,High,Spring,117.31,250
62,338,Low,Winter,361.08,400
72,337,Low,Winter,378.8,630
63,275,Middle,Spring,271.32,400
79,139,High,Spring,421.0,630
49,354,Middle,Spring,241.61,400
25,252,High,Winter,268.32,400
14,114,Low,Autumn,36.87,50
15,154,High,Summer,133.99,250
48,373,Low,Spring,179.18,250
74,225,Middle,Spring,304.83,400
53,190,Low,Winter,205.25,250
11,250,Low,Winter,53.72,100
37,355,Middle,Summer,291.47,400
54,212,High,Summer,500.01,630
42,252,Low,Winter,208.34,250
50,156,High,Autumn,284.95,400
23,107,Middle,Spring,93.35,250
32,375,High,Spring,275.91,400
87,108,High,Spring,446.51,630
64,391,Low,Summer,375.9,630
63,294,Middle,Winter,410.18,630
83,142,Low,Summer,245.81,400
78,283,Low,Spring,258.62,400
51,324,Middle,Winter,397.77,630
70,189,Middle,Spring,261.18,400
44,292,Middle,Autumn,221.73,250
74,368,Low,Autumn,269.23,400
60,204,Low,Summer,255.78,400
34,150,High,Summer,310.8,400
65,368,Middle,Autumn,347.95,400
62,205,Middle,Winter,369.7,630
86,262,High,Spring,480.59,630
54,195,Middle,Winter,311.18,400
29,400,Middle,Summer,248.34,400
55,193,High,Winter,549.68,630
35,311,High,Autumn,261.5,400
21,295,Middle,Summer,151.93,250
53,187,High,Autumn,316.49,400
20,386,High,Summer,265.22,400
60,254,High,Spring,384.66,630
58,260,Low,Spring,164.79,250
94,267,High,Spring,521.42,630
65,265,Middle,Spring,297.37,400
55,346,Middle,Winter,458.24,630
89,269,Middle,Summer,603.3,1000
54,359,Middle,Winter,458.73,630
85,216,Low,Summer,333.06,400
10,182,Low,Summer,46.0,100
30,131,Low,Autumn,78.62,100
79,107,Middle,Summer,370.03,630
80,311,Low,Summer,393.53,630
95,307,Low,Winter,476.73,630
96,295,High,Autumn,631.2,1000
10,226,Middle,Spring,49.79,100
71,241,Low,Spring,208.53,250
26,351,High,Winter,290.73,400
63,380,Middle,Autumn,333.5,400
17,377,Middle,Winter,139.53,250
15,130,High,Summer,138.16,250
51,368,Middle,Summer,448.04,630
72,151,Low,Autumn,171.98,250
16,364,Low,Spring,63.18,100
98,278,Middle,Winter,632.53,1000
10,383,High,Autumn,82.78,100
11,221,Middle,Autumn,47.93,100
20,314,Low,Summer,123.0,250
79,127,High,Summer,604.79,1000
21,182,High,Winter,204.81,250
30,148,Middle,Winter,191.48,250
86,152,Middle,Winter,459.42,630
58,353,Low,Spring,214.21,250
16,387,Low,Summer,102.23,250
97,276,High,Spring,597.94,1000
62,361,High,Spring,466.14,630
34,330,Low,Summer,187.62,250
74,183,Middle,Autumn,293.12,400
17,377,Low,Summer,106.66,250
44,219,High,Summer,422.66,630
21,279,Middle,Winter,171.23,250
47,269,Middle,Spring,219.1,250
34,195,Middle,Autumn,134.97,250
13,194,Middle,Winter,97.55,250
68,186,Low,Autumn,184.73,250
75,242,Middle,Winter,482.51,630
74,167,High,Winter,571.69,630
11,162,Middle,Autumn,52.02,100
41,161,High,Winter,404.91,630
33,195,Low,Autumn,88.32,100
48,325,Middle,Winter,355.77,400
49,320,High,Winter,523.95,630
20,310,High,Spring,164.02,250
51,237,High,Autumn,301.24,400
49,127,Middle,Spring,185.9,250
76,364,Low,Winter,393.2,630
25,238,Middle,Summer,180.67,250
77,365,Low,Winter,443.54,630
29,191,High,Summer,271.99,400
36,196,Low,Autumn,108.08,250
28,217,Middle,Summer,180.97,250
79,230,High,Autumn,476.62,630
10,327,High,Spring,85.02,100
28,319,Low,Autumn,98.04,250
66,310,Low,Spring,232.48,400
90,285,Low,Autumn,289.53,400
87,199,Low,Summer,321.74,400
61,194,High,Autumn,335.51,400
70,191,Middle,Winter,439.64,630
76,103,Low,Autumn,142.21,250
25,275,High,Spring,165.76,250
53,196,Middle,Summer,329.98,400
15,366,Low,Spring,71.03,100
80,359,Middle,Winter,579.78,1000
50,346,Middle,Summer,419.99,630
96,281,Middle,Winter,623.54,1000
64,196,Middle,Autumn,281.43,400
66,323,High,Autumn,472.65,630
29,197,High,Summer,293.8,400
69,394,Middle,Summer,580.24,1000
72,340,Low,Spring,268.09,400
14,157,Middle,Autumn,58.04,100
83,168,High,Summer,629.65,1000
11,202,Middle,Summer,69.72,100
84,200,High,Winter,693.38,1000
20,226,High,Spring,139.82,250
89,237,Low,Autumn,242.2,400
77,125,Low,Spring,172.45,250
51,257,Low,Summer,242.82,400
36,311,Middle,Autumn,195.76,250
16,331,Middle,Autumn,83.27,100
54,345,High,Autumn,398.23,630
16,119,Low,Summer,55.52,100
81,293,High,Autumn,525.92,630
90,258,High,Autumn,571.96,630
58,322,Low,Spring,204.88,250
30,325,Low,Summer,172.74,250
97,112,High,Autumn,512.08,630
96,255,High,Winter,777.69,1000
39,395,High,Winter,503.27,630
59,349,High,Spring,463.3,630
66,144,Middle,Winter,346.99,400
10,219,Low,Spring,34.04,50
84,260,High,Spring,465.49,630
20,259,Low,Summer,114.34,250
42,356,Low,Spring,163.75,250
92,164,High,Spring,472.14,630
80,273,Middle,Spring,358.53,400
95,359,Middle,Spring,451.37,630
13,349,Middle,Autumn,72.51,100
27,161,Low,Winter,119.91,250
25,309,Low,Summer,136.72,250
42,272,Middle,Summer,277.4,400
52,212,High,Winter,488.55,630
89,257,Middle,Autumn,359.39,400
76,355,Low,Autumn,288.82,400
38,181,Low,Spring,104.9,250
52,246,Low,Autumn,168.0,250
93,275,Low,Spring,291.13,400
80,170,Middle,Summer,430.12,630
11,158,High,Summer,106.7,250
50,258,Low,Winter,262.44,400
48,138,Low,Spring,103.22,250
67,230,Low,Summer,278.04,400
82,214,Low,Autumn,221.5,250
68,218,Low,Summer,300.17,400
53,318,High,Spring,378.3,630
85,374,High,Autumn,548.21,630
69,217,Middle,Summer,453.98,630
30,372,Low,Winter,179.66,250
53,396,High,Spring,440.92,630
41,270,High,Autumn,269.38,400
13,358,Low,Summer,80.54,100
33,198,High,Winter,349.0,400
51,198,Middle,Summer,335.27,400
31,124,Middle,Autumn,125.1,250
38,120,Low,Winter,141.49,250
31,234,Low,Autumn,94.5,250
69,234,High,Autumn,439.67,630
18,389,High,Summer,207.79,250
32,318,Low,Spring,129.43,250
62,349,High,Winter,655.39,1000
19,337,High,Autumn,151.21,250
54,296,Middle,Spring,249.83,400
17,357,High,Spring,132.09,250
90,395,Low,Winter,465.28,630
67,173,High,Autumn,413.64,630
98,148,Middle,Summer,451.71,630
71,245,Low,Winter,282.59,400
43,318,Low,Autumn,159.64,250
81,377,Low,Spring,305.34,400
20,148,Low,Summer,74.97,100
26,239,High,Autumn,191.3,250
78,172,High,Autumn,451.09,630
66,261,Middle,Summer,455.42,630
69,126,Middle,Autumn,217.27,250
15,323,Low,Summer,92.02,250
88,106,Middle,Spring,284.94,400
80,204,Middle,Autumn,287.44,400
12,186,Low,Summer,49.76,100
14,387,Middle,Spring,79.79,100
87,282,Middle,Winter,602.44,1000
54,141,High,Autumn,343.14,400
46,303,Middle,Summer,363.29,400
92,327,Low,Winter,481.06,630
25,363,Middle,Winter,196.29,250
58,163,Middle,Summer,345.47,400
83,345,Low,Spring,269.44,400
84,177,Middle,Spring,286.14,400
28,134,Middle,Winter,165.37,250
99,397,Low,Winter,525.75,630
65,152,Middle,Summer,334.26,400
77,200,Low,Summer,315.76,400
97,146,Middle,Autumn,323.17,400
29,391,High,Winter,320.93,400
14,251,Low,Autumn,48.68,100
93,208,High,Spring,475.99,630
65,253,High,Autumn,442.68,630
23,311,Middle,Winter,183.63,250
50,338,Middle,Spring,243.77,400
91,140,Middle,Spring,287.24,400
46,184,Middle,Winter,299.84,400
86,305,High,Summer,755.6,1000
85,203,Middle,Autumn,309.48,400
40,400,High,Autumn,298.05,400
98,379,Low,Autumn,316.98,400
81,325,High,Winter,830.74,1000
86,139,High,Summer,632.49,1000
30,264,Low,Summer,142.11,250
61,265,Low,Winter,279.86,400
18,386,Low,Summer,128.7,250
50,183,Low,Spring,140.6,250
55,275,High,Winter,539.34,630
46,240,Low,Autumn,137.48,250
70,146,Middle,Autumn,268.3,400
83,221,Middle,Summer,478.06,630
91,172,High,Spring,456.15,630
38,239,High,Spring,261.14,400
72,215,Middle,Summer,466.0,630
60,258,Middle,Winter,433.02,630
33,105,Low,Summer,114.98,250
55,319,High,Spring,349.25,400
